,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,price_per_sqft,latitude,longitude
74185,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5098,31.0,A5,87 AINSWORTH AVENUE,,10308.0,1.0,0.0,1.0,2600.0,1496.0,1965.0,1,A5,475000.0,10/2/19,317.51336898395715,,
74186,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5098,36.0,A5,83 AINSWORTH AVENUE,,10308.0,1.0,0.0,1.0,2600.0,1632.0,1965.0,1,A5,0.0,11/19/19,0.0,,
74187,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5099,21.0,A5,28 AINSWORTH AVE.,,10308.0,1.0,0.0,1.0,2500.0,1200.0,1964.0,1,A5,0.0,8/12/19,0.0,,
74188,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5099,40.0,A5,23 CRANFORD STREET,,10308.0,1.0,0.0,1.0,2467.0,1200.0,1964.0,1,A5,475000.0,1/11/19,395.83333333333326,,
74189,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5100,48.0,A5,57 CRANFORD STREET,,10308.0,1.0,0.0,1.0,2400.0,1176.0,1975.0,1,A5,554500.0,7/11/19,471.51360544217687,,
74190,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5102,28.0,A5,90 CRANFORD STREET,,10308.0,1.0,0.0,1.0,2500.0,1176.0,1975.0,1,A5,572000.0,8/29/19,486.39455782312933,,
74191,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5113,12.0,A2,28 KEATS STREET,,10308.0,1.0,0.0,1.0,3900.0,1256.0,1960.0,1,A2,0.0,9/2/19,0.0,,
74192,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5113,29.0,A1,50 KEEGANS LANE,,10308.0,1.0,0.0,1.0,6000.0,1750.0,1935.0,1,A1,0.0,3/14/19,0.0,,
74193,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,1,5114,21.0,A5,444 O'GORMAN AVENUE,,10308.0,1.0,0.0,1.0,2400.0,1500.0,1996.0,1,A5,0.0,4/25/19,0.0,,
74218,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,589,25.0,A1,17 EDDY STREET,,10301.0,1.0,0.0,1.0,28424.0,2911.0,1905.0,1,A1,1290000.0,9/5/19,443.1466849879766,,
74219,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,590,89.0,A2,76 BERTHA PLACE,,10301.0,1.0,0.0,1.0,6000.0,1507.0,1955.0,1,A2,0.0,2/15/19,0.0,,
74220,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,590,96.0,A1,23 THERESA PLACE,,10301.0,1.0,0.0,1.0,10906.0,1920.0,1925.0,1,A1,740000.0,11/4/19,385.41666666666674,,
74221,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,591,7.0,A2,57 BERTHA PLACE,,10301.0,1.0,0.0,1.0,4900.0,840.0,1955.0,1,A2,0.0,6/13/19,0.0,,
74222,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,593,90.0,A1,93 GRYMES HILL ROAD,,10301.0,1.0,0.0,1.0,4800.0,2840.0,1940.0,1,A1,0.0,5/22/19,0.0,,
74223,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,593,220.0,A3,141 BERTHA PLACE,,10301.0,1.0,0.0,1.0,12100.0,5178.0,1955.0,1,A3,575000.0,3/18/19,111.04673619157977,,
74224,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,593,310.0,A2,30 GRYMES HILL ROAD,,10301.0,1.0,0.0,1.0,12000.0,2624.0,1950.0,1,A2,0.0,11/4/19,0.0,,
74225,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,593,330.0,A2,111 DUNCAN ROAD,,10301.0,1.0,0.0,1.0,13200.0,1696.0,1960.0,1,A2,0.0,7/5/19,0.0,,
74226,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,616,19.0,A9,776 VAN DUZER STREET,,10304.0,1.0,0.0,1.0,6498.0,1220.0,1910.0,1,A9,370023.0,1/24/19,303.2975409836065,,
74227,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,616,202.0,A2,56 PARK LANE,,10301.0,1.0,0.0,1.0,6300.0,1083.0,1930.0,1,A2,840000.0,2/20/19,775.6232686980611,,
74228,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,617,12.0,A2,23 WOODSIDE AVENUE,,10304.0,1.0,0.0,1.0,5000.0,1020.0,1955.0,1,A2,455000.0,3/27/19,446.078431372549,,
74229,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,618,300.0,A1,565 HOWARD AVENUE,,10301.0,1.0,0.0,1.0,10988.0,1176.0,1980.0,1,A1,0.0,7/23/19,0.0,,
74230,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,618,436.0,A1,69 HILLSIDE AVENUE,,10304.0,1.0,0.0,1.0,4618.0,1680.0,1988.0,1,A1,700000.0,2/7/19,416.66666666666674,,
74231,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,621,27.0,A2,75 PLEASANT VALLEY AVE,,10304.0,1.0,0.0,1.0,2108.0,600.0,1940.0,1,A2,235000.0,1/31/19,391.66666666666674,,
74232,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,621,49.0,A1,132 HILLSIDE AVENUE,,10304.0,1.0,0.0,1.0,3287.0,732.0,1920.0,1,A1,480000.0,2/8/19,655.7377049180327,,
74233,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,622,57.0,A2,94 PLEASANT VALLEY AVE,,10304.0,1.0,0.0,1.0,6000.0,1248.0,1930.0,1,A2,170500.0,5/2/19,136.61858974358975,,
74234,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,622,62.0,A1,86 PLEASANT VALLEY AVE,,10304.0,1.0,0.0,1.0,6000.0,1060.0,1930.0,1,A1,522500.0,8/20/19,492.9245283018868,,
74235,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,623,100.0,A3,16 WANDEL AVENUE,,10304.0,1.0,0.0,1.0,6210.0,2064.0,2016.0,1,A3,626224.0,2/5/19,303.4031007751938,,
74236,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,623,102.0,A3,14 WANDEL AVENUE,,10304.0,1.0,0.0,1.0,6695.0,2064.0,2016.0,1,A3,621133.0,3/12/19,300.9365310077519,,
74237,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,623,104.0,A3,10 WANDEL AVENUE,,10304.0,1.0,0.0,1.0,6786.0,1614.0,2016.0,1,A3,623169.0,1/30/19,386.1022304832714,,
74238,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,630,29.0,A1,121 LONGVIEW ROAD,,10301.0,1.0,0.0,1.0,12212.0,1345.0,1925.0,1,A1,775000.0,4/9/19,576.2081784386618,,
74239,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,630,33.0,A1,37 HOLSMAN ROAD,,10301.0,1.0,0.0,1.0,7930.0,2626.0,1955.0,1,A1,0.0,2/19/19,0.0,,
74240,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,630,54.0,A1,34 WETMORE ROAD,,10301.0,1.0,0.0,1.0,7030.0,5274.0,1975.0,1,A1,1743123.0,10/15/19,330.5125142207053,,
74241,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,630,62.0,A1,46 WETMORE ROAD,,10301.0,1.0,0.0,1.0,4440.0,1600.0,1960.0,1,A1,699000.0,11/14/19,436.875,,
74242,5,GRYMES HILL,01 ONE FAMILY DWELLINGS,1,631,175.0,A2,87 STARBUCK STREET,,10304.0,1.0,0.0,1.0,3090.0,839.0,1925.0,1,A2,0.0,7/17/19,0.0,,
74272,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6313,36.0,A2,246 DELMAR AVENUE,,10312.0,1.0,0.0,1.0,4000.0,2008.0,1975.0,1,A2,400000.0,9/27/19,199.20318725099602,,
74273,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6321,90.0,A3,134 DOWNES AVENUE,,10312.0,1.0,0.0,1.0,4000.0,2260.0,2004.0,1,A3,418437.0,10/10/19,185.14911504424782,,
74274,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6321,105.0,A2,218 ALBEE AVENUE,,10312.0,1.0,0.0,1.0,4000.0,1056.0,1970.0,1,A2,0.0,7/30/19,0.0,,
74275,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6333,105.0,A1,216 DARLINGTON AVENUE,,10312.0,1.0,0.0,1.0,5600.0,1170.0,1915.0,1,A1,0.0,10/1/19,0.0,,
74276,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6334,68.0,A1,675 EDGEGROVE AVENUE,,10312.0,1.0,0.0,1.0,6130.0,1296.0,1965.0,1,A1,0.0,7/22/19,0.0,,
74277,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6335,1.0,A2,679 HUGUENOT AVENUE,,10312.0,1.0,0.0,1.0,4160.0,2000.0,1970.0,1,A2,560000.0,3/4/19,280.0,,
74278,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6335,63.0,A2,633 IONIA AVENUE,,10312.0,1.0,0.0,1.0,4000.0,1975.0,1970.0,1,A2,702500.0,10/18/19,355.6962025316456,,
74279,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6336,20.0,A1,252 RAMONA AVENUE,,10312.0,1.0,0.0,1.0,9950.0,3392.0,2019.0,1,A1,880000.0,2/8/19,259.4339622641509,,
74280,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6336,40.0,A1,585 LAMONT AVENUE,,10312.0,1.0,0.0,1.0,10000.0,3078.0,1980.0,1,A1,919000.0,2/27/19,298.57050032488627,,
74281,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6336,58.0,A1,617 LAMONT AVENUE,,10312.0,1.0,0.0,1.0,6000.0,2416.0,2008.0,1,A1,1036000.0,2/25/19,428.80794701986747,,
74282,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6337,24.0,A2,550 RATHBUN AVENUE,,10312.0,1.0,0.0,1.0,4500.0,1130.0,1955.0,1,A2,50000.0,6/21/19,44.24778761061947,,
74283,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6338,52.0,A2,573 RATHBUN AVENUE,,10312.0,1.0,0.0,1.0,4000.0,1586.0,1967.0,1,A2,0.0,3/18/19,0.0,,
74284,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6338,81.0,A3,620 SHELDON AVENUE,,10312.0,1.0,0.0,1.0,10000.0,4200.0,1975.0,1,A3,998750.0,8/12/19,237.797619047619,,
74285,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6338,118.0,A1,593 RENSSELAER AVENUE,,10312.0,1.0,0.0,1.0,4000.0,1184.0,1935.0,1,A1,730000.0,4/30/19,616.5540540540541,,
74286,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6339,64.0,A3,637 SHELDON AVENUE,,10312.0,1.0,0.0,1.0,9900.0,3996.0,1986.0,1,A3,0.0,10/4/19,0.0,,
74287,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6339,93.0,A2,544 STAFFORD AVE,,10312.0,1.0,0.0,1.0,6000.0,2269.0,1970.0,1,A2,10.0,2/21/19,0.004407227853680035,,
74288,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6339,106.0,A2,520 STAFFORD AVE,,10312.0,1.0,0.0,1.0,6000.0,2557.0,1970.0,1,A2,0.0,3/7/19,0.0,,
74289,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6340,13.0,A2,564 VINELAND AVENUE,,10312.0,1.0,0.0,1.0,6000.0,2352.0,1975.0,1,A2,650000.0,8/15/19,276.36054421768705,,
74290,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6340,97.0,A2,944 WOODROW ROAD,,10312.0,1.0,0.0,1.0,4806.0,2196.0,1975.0,1,A2,0.0,3/22/19,0.0,,
74291,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6550,16.0,A1,5427 HYLAN BOULEVARD,,10312.0,1.0,0.0,1.0,5707.0,2900.0,2002.0,1,A1,0.0,10/28/19,0.0,,
74292,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6552,15.0,A2,25 LOUISE STREET,,10312.0,1.0,0.0,1.0,6633.0,1553.0,1970.0,1,A2,0.0,1/4/19,0.0,,
74293,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6559,102.0,A3,37 CHRISTINE COURT,,10312.0,1.0,0.0,1.0,23837.0,4800.0,1991.0,1,A3,1200000.0,7/26/19,250.0,,
74294,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6561,40.0,A1,18 EUGENE PLACE,,10312.0,1.0,0.0,1.0,2835.0,1632.0,1985.0,1,A1,705000.0,1/30/19,431.9852941176471,,
74295,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6569,12.0,A1,33 STECHER STREET,,10312.0,1.0,0.0,1.0,6000.0,2200.0,1950.0,1,A1,891000.0,7/2/19,405.0,,
74296,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6569,38.0,A1,14 COLON STREET,,10312.0,1.0,0.0,1.0,4000.0,2374.0,2014.0,1,A1,0.0,10/4/19,0.0,,
74297,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6570,19.0,A1,23 KINGDOM AVENUE,,10312.0,1.0,0.0,1.0,4550.0,1182.0,1955.0,1,A1,593000.0,5/7/19,501.69204737732656,,
74298,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6572,13.0,A1,97 TUCKAHOE AVENUE,,10312.0,1.0,0.0,1.0,5300.0,2500.0,1998.0,1,A1,930000.0,6/20/19,372.0,,
74299,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6572,19.0,A1,85 TUCKAHOE AVENUE,,10312.0,1.0,0.0,1.0,5300.0,2500.0,1998.0,1,A1,950000.0,8/20/19,380.0,,
74300,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6575,47.0,A1,40 TUCKAHOE AVENUE,,10312.0,1.0,0.0,1.0,8000.0,3040.0,1979.0,1,A1,900000.0,2/28/19,296.0526315789473,,
74301,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6577,31.0,A1,80 KINGDOM AVENUE,,10312.0,1.0,0.0,1.0,4000.0,1182.0,1920.0,1,A1,740000.0,9/12/19,626.0575296108292,,
74302,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6580,52.0,A1,212 PRALL AVENUE,,10312.0,1.0,0.0,1.0,3925.0,1548.0,1944.0,1,A1,0.0,2/22/19,0.0,,
74303,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6583,30.0,A5,388 BILLIOU STREET,,10312.0,1.0,0.0,1.0,4250.0,1120.0,1975.0,1,A5,557500.0,9/25/19,497.7678571428572,,
74304,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6583,51.0,A1,1024 HUGUENOT AVENUE,,10312.0,1.0,0.0,1.0,2575.0,1384.0,1925.0,1,A1,375900.0,5/20/19,271.6040462427746,,
74305,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6584,10.0,A5,82 PRALL AVENUE,,10312.0,1.0,0.0,1.0,7850.0,1880.0,1920.0,1,A5,0.0,3/4/19,0.0,,
74306,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6608,59.0,A1,255 LUTEN AVENUE,,10312.0,1.0,0.0,1.0,7200.0,2412.0,1985.0,1,A1,0.0,8/20/19,0.0,,
74307,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6817,21.0,A2,33 WEST TERRACE,,10312.0,1.0,0.0,1.0,7600.0,1140.0,1960.0,1,A2,700000.0,7/17/19,614.0350877192983,,
74308,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6819,31.0,A2,48 ALBOURNE AVENUE EAST,,10312.0,1.0,0.0,1.0,6000.0,1932.0,1965.0,1,A2,0.0,5/22/19,0.0,,
74309,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6820,1.0,A2,8 ASHLAND AVENUE EAST,,10312.0,1.0,0.0,1.0,4000.0,1248.0,1965.0,1,A2,0.0,11/1/19,0.0,,
74310,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6820,26.0,A1,37 ALBOURNE AVENUE,,10312.0,1.0,0.0,1.0,7500.0,2980.0,1955.0,1,A1,800000.0,5/16/19,268.4563758389262,,
74311,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6821,1.0,A2,445 ELLSWORTH AVENUE,,10312.0,1.0,0.0,1.0,8000.0,1064.0,1950.0,1,A2,749000.0,7/29/19,703.9473684210526,,
74312,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6827,38.0,A1,6 CARLTON COURT,,10312.0,1.0,0.0,1.0,4000.0,2184.0,2006.0,1,A1,417332.0,4/3/19,191.08608058608056,,
74313,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6828,37.0,A3,270 DARLINGTON AVENUE,,10312.0,1.0,0.0,1.0,3594.0,2364.0,2004.0,1,A3,580000.0,1/17/19,245.34686971235195,,
74314,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6831,12.0,A2,752 EDGEGROVE AVENUE,,10312.0,1.0,0.0,1.0,7000.0,1834.0,1975.0,1,A2,0.0,2/12/19,0.0,,
74315,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6832,6.0,A2,280 ELLSWORTH AVENUE,,10312.0,1.0,0.0,1.0,6360.0,1200.0,1955.0,1,A2,0.0,7/17/19,0.0,,
74316,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6832,64.0,A2,753 EDGEGROVE AVENUE,,10312.0,1.0,0.0,1.0,6000.0,1620.0,1945.0,1,A2,573000.0,9/9/19,353.7037037037037,,
74317,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6832,64.0,A2,753 EDGEGROVE AVENUE,,10312.0,1.0,0.0,1.0,6000.0,1620.0,1945.0,1,A2,0.0,4/29/19,0.0,,
74318,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6832,64.0,A2,753 EDGEGROVE AVENUE,,10312.0,1.0,0.0,1.0,6000.0,1620.0,1945.0,1,A2,0.0,7/15/19,0.0,,
74319,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6833,41.0,A9,306 ELLSWORTH AVENUE,,10312.0,1.0,0.0,1.0,6000.0,770.0,1935.0,1,A9,495000.0,6/5/19,642.8571428571429,,
74320,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6839,19.0,A2,416 RAMONA AVENUE,,10312.0,1.0,0.0,1.0,4410.0,2087.0,1976.0,1,A2,615000.0,1/3/19,294.68136080498317,,
74321,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6839,31.0,A1,392 RAMONA AVENUE,,10312.0,1.0,0.0,1.0,4515.0,2380.0,1978.0,1,A1,0.0,10/18/19,0.0,,
74322,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6840,4.0,A2,763 MARCY AVENUE,,10309.0,1.0,0.0,1.0,7050.0,1396.0,1970.0,1,A2,625000.0,10/15/19,447.70773638968484,,
74323,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6840,4.0,A2,763 MARCY AVENUE,,10309.0,1.0,0.0,1.0,7050.0,1396.0,1970.0,1,A2,410000.0,2/25/19,293.69627507163324,,
74324,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6842,40.0,A2,106 ELLSWORTH AVENUE,,10312.0,1.0,0.0,1.0,4360.0,2042.0,1970.0,1,A2,640000.0,10/2/19,313.41821743388834,,
74325,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6843,124.0,A2,692 RENSSELAER AVENUE,,10312.0,1.0,0.0,1.0,4000.0,2242.0,1970.0,1,A2,0.0,8/28/19,0.0,,
74326,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6843,163.0,A2,623 RATHBUN AVENUE,,10312.0,1.0,0.0,1.0,4000.0,2200.0,1970.0,1,A2,625000.0,6/11/19,284.09090909090907,,
74327,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6844,62.0,A2,713 RENSSELAER AVENUE,,10312.0,1.0,0.0,1.0,4000.0,2242.0,1970.0,1,A2,620000.0,1/22/19,276.5388046387154,,
74328,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6847,10.0,A2,49 ELLSWORTH AVENUE,,10312.0,1.0,0.0,1.0,4200.0,1680.0,1965.0,1,A2,245000.0,9/6/19,145.83333333333334,,
74329,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6847,14.0,A2,41 ELLSWORTH AVENUE,,10312.0,1.0,0.0,1.0,4200.0,1680.0,1965.0,1,A2,650000.0,6/10/19,386.90476190476187,,
74330,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6847,34.0,A2,516 POWELL STREET,,10312.0,1.0,0.0,1.0,5600.0,960.0,1965.0,1,A2,471500.0,1/10/19,491.14583333333326,,
74331,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6847,45.0,A2,536 POWELL STREET,,10312.0,1.0,0.0,1.0,4200.0,1680.0,1965.0,1,A2,620000.0,5/1/19,369.0476190476191,,
74332,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6848,42.0,A2,20 WALKER PLACE,,10312.0,1.0,0.0,1.0,4200.0,960.0,1970.0,1,A2,560000.0,5/24/19,583.3333333333334,,
74333,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6848,63.0,A2,675 SINCLAIR AVENUE,,10312.0,1.0,0.0,1.0,3800.0,1880.0,1970.0,1,A2,0.0,10/21/19,0.0,,
74334,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6850,13.0,A2,714 SINCLAIR AVENUE,,10312.0,1.0,0.0,1.0,4576.0,1820.0,1965.0,1,A2,0.0,7/26/19,0.0,,
74335,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6850,38.0,A2,672 SINCLAIR AVENUE,,10312.0,1.0,0.0,1.0,4264.0,1820.0,1965.0,1,A2,580000.0,5/8/19,318.6813186813186,,
74336,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6850,72.0,A1,661 SHELDON AVENUE,,10312.0,1.0,0.0,1.0,3895.0,1880.0,1965.0,1,A1,0.0,7/24/19,0.0,,
74337,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6869,45.0,A0,1650 CARLTON AVENUE,,10309.0,1.0,0.0,1.0,3800.0,1182.0,1955.0,1,A0,599000.0,1/14/19,506.76818950930624,,
74338,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6869,63.0,A0,1686 CARLTON AVENUE,,10309.0,1.0,0.0,1.0,3800.0,1182.0,1955.0,1,A0,0.0,1/28/19,0.0,,
74339,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6872,15.0,A2,514 DARLINGTON AVE,,10309.0,1.0,0.0,1.0,4000.0,836.0,1960.0,1,A2,0.0,1/19/19,0.0,,
74340,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6873,44.0,A1,878 EDGEGROVE AVENUE,,10309.0,1.0,0.0,1.0,6000.0,2505.0,2005.0,1,A1,0.0,10/17/19,0.0,,
74341,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6875,42.0,A2,838 LAMONT AVENUE,,10309.0,1.0,0.0,1.0,4080.0,936.0,1960.0,1,A2,281250.0,3/18/19,300.48076923076917,,
74342,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6875,61.0,A2,853 LAMONT AVENUE,,10309.0,1.0,0.0,1.0,4100.0,704.0,1925.0,1,A2,565000.0,1/22/19,802.5568181818181,,
74343,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6875,84.0,A0,825 LAMONT AVENUE,,10309.0,1.0,0.0,1.0,4000.0,1112.0,1965.0,1,A0,535000.0,11/18/19,481.11510791366914,,
74344,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6875,110.0,A0,486 RAMONA AVENUE,,10309.0,1.0,0.0,1.0,3780.0,1112.0,1965.0,1,A0,490000.0,3/11/19,440.6474820143885,,
74345,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6883,61.0,A5,800 RENSSELAER AVENUE,,10309.0,1.0,0.0,1.0,2417.0,1500.0,1999.0,1,A5,580000.0,6/27/19,386.66666666666674,,
74346,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6884,125.0,A2,781 SHELDON AVENUE,,10309.0,1.0,0.0,1.0,3720.0,2275.0,1970.0,1,A2,650000.0,10/1/19,285.7142857142857,,
74347,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6885,5.0,A1,421 FOSTER ROAD,,10309.0,1.0,0.0,1.0,3990.0,2620.0,1983.0,1,A1,804124.0,3/28/19,306.91755725190836,,
74348,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6885,12.0,A1,866 RATHBUN AVENUE,,10309.0,1.0,0.0,1.0,10000.0,1820.0,1940.0,1,A1,900000.0,4/12/19,494.50549450549454,,
74349,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6885,17.0,A2,862 RATHBUN AVENUE,,10309.0,1.0,0.0,1.0,4300.0,792.0,1950.0,1,A2,0.0,2/28/19,0.0,,
74350,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6886,4.0,A1,451 FOSTER ROAD,,10309.0,1.0,0.0,1.0,8000.0,2600.0,1970.0,1,A1,0.0,2/5/19,0.0,,
74351,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6886,12.0,A2,908 RENSSELAER AVENUE,,10309.0,1.0,0.0,1.0,10000.0,1718.0,1975.0,1,A2,0.0,2/22/19,0.0,,
74352,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6887,36.0,A5,844 SHELDON AVENUE,,10309.0,1.0,0.0,1.0,2140.0,1120.0,1983.0,1,A5,563000.0,9/25/19,502.6785714285714,,
74353,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6888,1.0,A5,503 FOSTER ROAD,,10309.0,1.0,0.0,1.0,3136.0,1668.0,1960.0,1,A5,531000.0,8/29/19,318.3453237410072,,
74354,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6888,2.0,A5,505 FOSTER ROAD,,10309.0,1.0,0.0,1.0,2940.0,1668.0,1960.0,1,A5,625000.0,6/21/19,374.7002398081535,,
74355,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6891,48.0,A2,656 MARCY AVENUE,,10309.0,1.0,0.0,1.0,6360.0,680.0,1960.0,1,A2,530000.0,10/18/19,779.4117647058823,,
74356,5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6891,60.0,A2,781 SINCLAIR AVENUE,,10309.0,1.0,0.0,1.0,3920.0,1884.0,1960.0,1,A2,685000.0,8/28/19,363.58811040339697,,
74412,5,LIVINGSTON,01 ONE FAMILY DWELLINGS,1,70,50.0,A1,44 CLINTON AVENUE,,10301.0,1.0,0.0,1.0,2475.0,1910.0,1920.0,1,A1,0.0,4/6/19,0.0,,
74413,5,LIVINGSTON,01 ONE FAMILY DWELLINGS,1,74,7.0,A1,185 TYSEN ST,,10301.0,1.0,0.0,1.0,8400.0,2232.0,1940.0,1,A1,10.0,7/8/19,0.004480286738351254,,
