,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,price_per_sqft,latitude,longitude
10793,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS,1,1432,142.0,A4,212 EAST 78TH STREET,,10075.0,1.0,0.0,1.0,1362.0,2600.0,1899.0,1,A4,0.0,6/4/19,0.0,40.7732418,-73.9572347
10794,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS,1,1443,33.0,A4,358 EAST 69TH STREET,,10021.0,1.0,0.0,1.0,1289.0,3898.0,1899.0,1,A4,7550000.0,2/22/19,1936.8907131862493,40.765983,-73.95821099999999
12351,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1492,125.0,A4,51 EAST 80TH STREET,,10075.0,1.0,0.0,1.0,2350.0,8876.0,1899.0,1,A4,21500000.0,4/15/19,2422.262280306444,40.77696299999999,-73.960945
12352,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1493,46.0,S1,46 EAST 82ND STREET,,10028.0,1.0,1.0,2.0,1800.0,7352.0,1899.0,1,S1,15100000.0,10/30/19,2053.86289445049,40.7777275,-73.95998759999999
12353,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1494,11.0,A4,11 EAST 82ND STREET,,10028.0,1.0,0.0,1.0,2554.0,7340.0,1899.0,1,A4,30139360.0,3/4/19,4106.17983651226,40.7786768,-73.96117
12354,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1494,44.0,A4,60 EAST 83RD STREET,,10028.0,1.0,0.0,1.0,1992.0,6400.0,1923.0,1,A4,16750000.0,6/20/19,2617.1875,40.778352,-73.959535
12355,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1496,9.0,A4,9 EAST 84TH STREET,,10028.0,1.0,0.0,1.0,2554.0,10250.0,1930.0,1,A4,19000000.0,6/12/19,1853.658536585366,40.7800767,-73.9604353
12356,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1506,6.0,A4,3 EAST 94TH ST,,10128.0,1.0,0.0,1.0,2517.0,7110.0,1901.0,1,A4,21000000.0,11/6/19,2953.5864978902955,40.78654050000001,-73.9559811
12357,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1508,159.0,A4,134 EAST 80TH STREET,,10075.0,1.0,0.0,1.0,1873.0,3340.0,1901.0,1,A4,8668750.0,6/25/19,2595.434131736527,40.775642,-73.9588855
12358,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1509,5.0,A4,105 EAST 80TH STREET,,10075.0,1.0,0.0,1.0,1839.0,6096.0,1901.0,1,A4,0.0,7/25/19,0.0,40.776278,-73.959307
12359,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1511,27.0,A4,159 EAST 82ND STREET,,10028.0,1.0,0.0,1.0,1572.0,3420.0,1899.0,1,A4,0.0,12/6/19,0.0,40.7767591,-73.95670439999999
12360,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1511,27.0,A4,159 EAST 82ND STREET,,10028.0,1.0,0.0,1.0,1572.0,3420.0,1899.0,1,A4,6950000.0,10/18/19,2032.1637426900586,40.7767591,-73.95670439999999
12361,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1511,27.0,A4,159 EAST 82ND STREET,,10028.0,1.0,0.0,1.0,1572.0,3420.0,1899.0,1,A4,0.0,6/5/19,0.0,40.7767591,-73.95670439999999
12362,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1520,61.0,A9,128 EAST 92ND STREET,,10128.0,1.0,0.0,1.0,1510.0,3300.0,1901.0,1,A9,10.0,6/13/19,0.0030303030303030303,40.7833671,-73.9533981
12363,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1520,105.0,A4,107 EAST 91 STREET,,10128.0,1.0,0.0,1.0,1510.0,2613.0,1901.0,1,A4,5250000.0,8/29/19,2009.1848450057403,40.783305,-73.954156
12364,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1521,12.0,A4,125 EAST 92ND STREET,,10128.0,1.0,0.0,1.0,2517.0,6672.0,2005.0,1,A4,0.0,12/20/19,0.0,40.7836735,-73.95318
12365,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1523,11.0,A9,129 EAST 94TH STREET,,10128.0,1.0,0.0,1.0,1678.0,3414.0,1899.0,1,A9,10.0,9/12/19,0.0029291154071470413,40.78495900000001,-73.95238789999999
12366,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1523,69.0,A4,1217 PARK AVENUE,,10128.0,1.0,0.0,1.0,1426.0,4620.0,1899.0,1,A4,0.0,2/11/19,0.0,40.785632,-73.952781
12367,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1524,16.0,A9,143 EAST 95TH STREET,,10128.0,1.0,0.0,1.0,1672.0,1929.0,1920.0,1,A9,5050000.0,5/30/19,2617.9367547952306,40.7854467,-73.9515485
12368,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1583,126.0,A4,154 EAST END AVE,,10028.0,1.0,0.0,1.0,725.0,2584.0,1899.0,1,A4,3845000.0,6/12/19,1488.0030959752319,40.77556000000001,-73.94461299999999
13838,1,UPPER WEST SIDE (59-79),01 ONE FAMILY DWELLINGS,1,1129,21.0,A4,15 WEST 76TH STREET,,10023.0,1.0,0.0,1.0,2554.0,8204.0,1910.0,1,A4,16500000.0,6/27/19,2011.2140419307655,40.7794516,-73.9750006
13839,1,UPPER WEST SIDE (59-79),01 ONE FAMILY DWELLINGS,1,1145,9.0,A4,161 WEST 73RD STREET,,10023.0,1.0,0.0,1.0,1941.0,5467.0,1910.0,1,A4,0.0,7/25/19,0.0,40.7790811,-73.9802366
15144,1,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1198,35.0,A5,248 CENTRAL PARK WEST,,10024.0,1.0,0.0,1.0,2000.0,9115.0,1901.0,1,A5,16250000.0,6/18/19,1782.775644541964,40.784584,-73.9702499
15145,1,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1198,108.0,A4,45 WEST 84TH STREET,,10024.0,1.0,0.0,1.0,1839.0,5954.0,1900.0,1,A4,8750000.0,2/20/19,1469.6002687269065,40.7849829,-73.9722245
15146,1,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1210,142.0,A4,116 WEST 80TH STREET,,10024.0,1.0,0.0,1.0,1839.0,5520.0,1910.0,1,A4,4675000.0,8/2/19,846.9202898550725,40.7828918,-73.9761044
15147,1,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1238,160.0,A4,272 WEST 91ST STREET,,10024.0,1.0,0.0,1.0,1063.0,5070.0,1920.0,1,A4,5750000.0,6/18/19,1134.122287968442,40.7917974,-73.97518769999999
15148,1,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1244,38.0,A4,313 WEST 80TH STREET,,10024.0,1.0,0.0,1.0,1635.0,3596.0,1899.0,1,A4,0.0,2/28/19,0.0,40.7854742,-73.9812123
15149,1,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1244,38.0,A4,313 WEST 80TH STREET,,10024.0,1.0,0.0,1.0,1635.0,3596.0,1899.0,1,A4,6500000.0,6/4/19,1807.5639599555059,40.7854742,-73.9812123
15150,1,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS,1,1250,20.0,A4,323 WEST 88TH STREET,,10024.0,1.0,0.0,1.0,2013.0,8500.0,1910.0,1,A4,9999999.0,11/21/19,1176.4704705882352,40.7907831,-73.9777573
16038,1,UPPER WEST SIDE (96-116),01 ONE FAMILY DWELLINGS,1,1891,7.0,A4,321 WEST 104,,10025.0,1.0,0.0,1.0,2018.0,4947.0,1899.0,1,A4,3450000.0,5/21/19,697.3923590054578,40.8009397,-73.970401
16418,1,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY DWELLINGS,1,2109,97.0,A9,432 WEST 162 STREET,,10032.0,1.0,0.0,1.0,1911.0,4005.0,1899.0,1,A9,0.0,5/31/19,0.0,40.8351275,-73.938795
16419,1,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY DWELLINGS,1,2118,67.0,A9,565 WEST 159TH STREET,,10032.0,1.0,0.0,1.0,1499.0,2400.0,1910.0,1,A9,950000.0,7/11/19,395.83333333333326,40.8350741,-73.94301990000001
16420,1,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY DWELLINGS,1,2127,27.0,A1,565 WEST 170 STREET,,10032.0,1.0,0.0,1.0,2500.0,1736.0,1925.0,1,A1,1825000.0,5/23/19,1051.2672811059908,40.8422274,-73.9381375
16421,1,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY DWELLINGS,1,2134,154.0,A9,636 WEST 158TH STREET,,10032.0,1.0,0.0,1.0,1867.0,3240.0,1899.0,1,A9,0.0,10/9/19,0.0,40.8355851,-73.9470151
16588,1,WASHINGTON HEIGHTS UPPER,01 ONE FAMILY DWELLINGS,1,2154,60.0,A5,559 WEST 182 STREET,,10033.0,1.0,0.0,1.0,1329.0,2472.0,1901.0,1,A5,1221900.0,7/26/19,494.29611650485435,40.8496769,-73.9322648
16589,1,WASHINGTON HEIGHTS UPPER,01 ONE FAMILY DWELLINGS,1,2170,22.0,A9,286 WADSWORTH AVENUE,,10040.0,1.0,0.0,1.0,2248.0,1914.0,1901.0,1,A9,945000.0,6/13/19,493.73040752351096,40.853963,-73.9322318
16838,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6363,22.0,A9,8645 16TH AVENUE,,11214.0,1.0,0.0,1.0,2058.0,1492.0,1930.0,1,A9,0.0,4/23/19,0.0,40.609005,-74.007992
16839,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6363,48.0,A9,12 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,3142.0,3200.0,1999.0,1,A9,0.0,2/11/19,0.0,40.6092636,-74.0068295
16840,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6363,48.0,A9,12 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,3142.0,3200.0,1999.0,1,A9,0.0,2/27/19,0.0,40.6092636,-74.0068295
16841,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6367,42.0,S1,1730 86TH STREET,,11214.0,1.0,1.0,2.0,1342.0,1920.0,1926.0,1,S1,1630000.0,2/8/19,848.9583333333335,40.6078553,-74.0040511
16842,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6367,43.0,S1,1732 86TH STREET,,11214.0,1.0,1.0,2.0,1342.0,1920.0,1926.0,1,S1,1630000.0,2/8/19,848.9583333333335,40.6078295,-74.0040052
16843,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6370,66.0,A9,28 BAY 20TH STREET,,11214.0,1.0,0.0,1.0,2417.0,1584.0,1930.0,1,A9,0.0,6/11/19,0.0,40.6059106,-74.0019986
16844,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6370,66.0,A9,28 BAY 20TH STREET,,11214.0,1.0,0.0,1.0,2417.0,1584.0,1930.0,1,A9,0.0,6/18/19,0.0,40.6059106,-74.0019986
16845,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6377,32.0,A9,23 BAY 26TH STREET,,11214.0,1.0,0.0,1.0,3867.0,2288.0,1899.0,1,A9,1200000.0,9/20/19,524.4755244755245,40.6031111,-73.99712930000001
16846,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6395,20.0,A5,135 BAY 10TH STREET,,11228.0,1.0,0.0,1.0,2417.0,2000.0,1935.0,1,A5,0.0,9/9/19,0.0,40.6081608,-74.0113981
16847,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6397,63.0,A2,132 BAY 13 STREET,,11214.0,1.0,0.0,1.0,2708.0,730.0,1910.0,1,A2,1150000.0,3/28/19,1575.3424657534247,40.6070622,-74.0093782
16848,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6401,10.0,S1,1725 BATH AVENUE,,11214.0,1.0,1.0,2.0,1160.0,2320.0,1920.0,1,S1,980000.0,2/21/19,422.41379310344826,40.6048559,-74.00739279999999
16849,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6402,4.0,S1,1763 BATH AVENUE,,11214.0,1.0,1.0,2.0,980.0,1525.0,1927.0,1,S1,0.0,6/19/19,0.0,40.6042066,-74.0063598
16850,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6425,15.0,B1,231 BAY 7TH STREET,,11228.0,2.0,0.0,2.0,2191.0,1708.0,1935.0,1,A5,990000.0,10/10/19,579.6252927400468,40.6075766,-74.0155371
16851,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6427,21.0,A1,8805 15TH AVENUE,,11228.0,1.0,0.0,1.0,4559.0,1440.0,1920.0,1,A1,999000.0,5/28/19,693.75,40.607067,-74.0137852
16852,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6428,65.0,A9,228 BAY 11TH STREET,,11228.0,1.0,0.0,1.0,1990.0,1328.0,1925.0,1,A9,0.0,8/2/19,0.0,40.6060907,-74.0129704
16853,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6429,10.0,A5,235 BAY 11TH STREET,,11228.0,1.0,0.0,1.0,1800.0,1296.0,1935.0,1,A5,0.0,9/25/19,0.0,40.605756,-74.01266799999999
16854,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6429,56.0,A5,8804 16TH AVENUE,,11214.0,1.0,0.0,1.0,1655.0,1156.0,1960.0,1,A5,0.0,11/25/19,0.0,40.606136,-74.01183800000001
16855,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6442,30.0,S1,2004 BATH AVENUE,,11214.0,1.0,1.0,2.0,755.0,1330.0,1925.0,1,S1,0.0,5/7/19,0.0,40.60117940000001,-74.00151629999999
16856,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,66.0,A9,300 BAY 10TH STREET,,11228.0,1.0,0.0,1.0,1933.0,1152.0,1920.0,1,A9,850000.0,10/29/19,737.8472222222223,40.60514999999999,-74.015192
16857,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,67.0,A9,302 BAY 10TH STREET,,11228.0,1.0,0.0,1.0,1933.0,1152.0,1920.0,1,A9,768000.0,6/17/19,666.6666666666666,40.6051069,-74.015238
16858,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,212.0,A5,8866 16TH AVENUE,,11214.0,1.0,0.0,1.0,1696.0,992.0,1950.0,1,A5,765000.0,9/5/19,771.1693548387095,40.604841,-74.013101
16859,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,219.0,A5,88-80 16TH AVENUE,,11214.0,1.0,0.0,1.0,1760.0,992.0,1950.0,1,A5,0.0,5/22/19,0.0,,
16860,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,76.0,A5,317 BAY 14TH STREET,,11214.0,1.0,0.0,1.0,1511.0,992.0,1950.0,1,A5,770000.0,5/22/19,776.2096774193549,40.6026747,-74.0120752
16861,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,94.0,A5,275 BAY 14TH STREET,,11214.0,1.0,0.0,1.0,1795.0,1152.0,1930.0,1,A5,830000.0,7/19/19,720.4861111111112,40.6034093,-74.0113866
16862,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,256.0,A5,298 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,1649.0,928.0,1945.0,1,A5,717866.0,11/14/19,773.5625,40.60373999999999,-74.012789
16863,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,283.0,A5,279 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,1649.0,928.0,1940.0,1,A5,680000.0,2/14/19,732.7586206896551,40.603819,-74.012
16864,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,293.0,A5,8881 16TH AVENUE,,11214.0,1.0,0.0,1.0,2127.0,1188.0,1940.0,1,A5,858000.0,12/16/19,722.2222222222223,40.604207,-74.012863
16865,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,293.0,A5,8881 16TH AVENUE,,11214.0,1.0,0.0,1.0,2127.0,1188.0,1940.0,1,A5,0.0,2/15/19,0.0,40.604207,-74.012863
16866,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,301.0,A5,317 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,1619.0,928.0,1940.0,1,A5,0.0,9/4/19,0.0,40.603081,-74.01269099999999
16867,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,302.0,A5,319 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,1619.0,928.0,1940.0,1,A5,680000.0,8/29/19,732.7586206896551,40.6030469,-74.012728
16868,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,304.0,A5,323 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,1619.0,928.0,1940.0,1,A5,0.0,8/23/19,0.0,40.6030749,-74.01282309999999
16869,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,308.0,A5,331 BAY 13TH STREET,,11214.0,1.0,0.0,1.0,2074.0,1240.0,1940.0,1,A5,550000.0,11/6/19,443.5483870967742,40.602827,-74.012959
16870,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,335.0,A5,1141 SHORE PARKWAY,,11214.0,1.0,0.0,1.0,1878.0,986.0,1945.0,1,A5,832000.0,6/11/19,843.8133874239351,40.602808,-74.01362499999999
16871,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6464,161.0,A5,8878 19TH AVENUE,,11214.0,1.0,0.0,1.0,1547.0,1320.0,1940.0,1,A5,10.0,11/5/19,0.007575757575757577,40.600573,-74.006404
16872,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,81.0,A5,240 BAY 23RD STREET,,11214.0,1.0,0.0,1.0,1780.0,1320.0,1945.0,1,A5,730000.0,8/20/19,553.030303030303,40.6003616,-74.0042824
16873,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,91.0,A5,243 BAY 23 STREET,,11214.0,1.0,0.0,1.0,6367.0,1320.0,1945.0,1,A5,995000.0,11/5/19,753.7878787878788,40.6000704,-74.0039329
16874,3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,91.0,A5,243 BAY 23RD STREET,,11214.0,1.0,0.0,1.0,6367.0,1320.0,1945.0,1,A5,850000.0,2/12/19,643.939393939394,40.6000704,-74.0039329
17132,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5771,17.0,S1,6816 FT HAMILTON PARKWAY,,11219.0,1.0,1.0,2.0,2056.0,2560.0,1931.0,1,S1,0.0,9/30/19,0.0,40.62903499999999,-74.012154
17133,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5828,43.0,A9,561 66TH STREET,,11220.0,1.0,0.0,1.0,3052.0,1260.0,1899.0,1,A9,780000.0,1/17/19,619.047619047619,40.6352788,-74.01801999999999
17134,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5830,69.0,A5,719 66TH STREET,,11220.0,1.0,0.0,1.0,2000.0,1520.0,1935.0,1,A5,0.0,6/25/19,0.0,33.9795622,-118.286761
17135,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5851,57.0,A5,459 SENATOR ST,,11220.0,1.0,0.0,1.0,1660.0,1312.0,1915.0,1,A5,600000.0,12/30/19,457.31707317073165,40.635484,-74.021087
17136,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5852,46.0,A4,183 68TH STREET,,11220.0,1.0,0.0,1.0,2000.0,2000.0,1910.0,1,A4,0.0,11/12/19,0.0,40.637842,-74.028772
17137,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5856,68.0,A5,551 SENATOR STREET,,11220.0,1.0,0.0,1.0,2000.0,1458.0,1920.0,1,A5,885000.0,7/1/19,606.9958847736625,40.6342794,-74.0188752
17138,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5856,127.0,A5,6740 6 AVENUE,,11220.0,1.0,0.0,1.0,2000.0,1376.0,1925.0,1,A5,0.0,11/12/19,0.0,40.6332656,-74.0183955
17139,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5858,12.0,A5,718 67TH STREET,,11220.0,1.0,0.0,1.0,1080.0,1548.0,1930.0,1,A5,10.0,9/8/19,0.006459948320413436,40.632059,-74.015114
17140,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5860,127.0,A5,6833 BLISS TERRACE,,11220.0,1.0,0.0,1.0,1755.0,1254.0,1925.0,1,A5,1125000.0,9/4/19,897.1291866028707,40.6377537,-74.0319012
17141,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5860,210.0,A5,6821 BLISS TERRACE,,11220.0,1.0,0.0,1.0,1755.0,1254.0,1925.0,1,A5,1080000.0,7/11/19,861.2440191387559,40.6379797,-74.0317888
17142,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5865,14.0,A5,518 68TH STREET,,11220.0,1.0,0.0,1.0,1700.0,1476.0,1905.0,1,A5,955000.0,6/3/19,647.0189701897018,40.633765,-74.0202652
17143,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5865,48.0,A5,6810 6TH AVENUE,,11220.0,1.0,0.0,1.0,2186.0,1456.0,1930.0,1,A5,0.0,9/5/19,0.0,40.632885,-74.018615
17144,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5865,51.0,A5,6816 6TH AVENUE,,11220.0,1.0,0.0,1.0,1994.0,1456.0,1930.0,1,A5,0.0,11/19/19,0.0,40.6327151,-74.0186526
17145,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5871,89.0,A5,28 BAY RIDGE PLACE,,11209.0,1.0,0.0,1.0,1600.0,2112.0,1920.0,1,A5,1100000.0,8/21/19,520.8333333333334,40.6356882,-74.0283572
17146,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5874,24.0,A9,536 BAY RIDGE AVENUE,,11220.0,1.0,0.0,1.0,1947.0,1216.0,1920.0,1,A9,716000.0,11/26/19,588.8157894736843,40.6329269,-74.0200665
17147,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5874,47.0,A5,6910 6 AVENUE,,11209.0,1.0,0.0,1.0,1158.0,1088.0,1920.0,1,A5,803000.0,11/25/19,738.0514705882354,40.6321417,-74.0188416
17148,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5877,30.0,A2,858 BAY RIDGE AVE,,11220.0,1.0,0.0,1.0,2000.0,1673.0,1940.0,1,A2,0.0,3/12/19,0.0,40.629302,-74.013651
17149,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5882,33.0,A5,7004 LOUISE TERRACE,,11209.0,1.0,0.0,1.0,1095.0,1224.0,1925.0,1,A5,996000.0,8/14/19,813.7254901960785,40.6367626,-74.0324122
17150,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5882,52.0,A5,7013 LOUISE TERRACE,,11209.0,1.0,0.0,1.0,945.0,1224.0,1925.0,1,A5,940000.0,8/12/19,767.9738562091502,40.63643,-74.032124
17151,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5884,61.0,A4,75 71ST STREET,,11209.0,1.0,0.0,1.0,1765.0,1840.0,1901.0,1,A4,1250000.0,11/20/19,679.3478260869565,40.6360187,-74.0335721
17152,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5885,91.0,A5,7023 PERRY TERRACE,,11209.0,1.0,0.0,1.0,1917.0,1938.0,1925.0,1,A5,0.0,8/22/19,0.0,40.6354235,-74.0298955
17153,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5891,93.0,A5,7110 BENNETT COURT,,11209.0,1.0,0.0,1.0,1625.0,1312.0,1915.0,1,A5,815000.0,9/10/19,621.189024390244,40.633536,-74.025204
17154,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5894,59.0,A5,633 71ST STREET,,11209.0,1.0,0.0,1.0,751.0,1257.0,1930.0,1,A5,778000.0,10/24/19,618.9339697692918,40.6306498,-74.0181018
17155,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5900,7.0,S1,7104 8TH AVENUE,,11228.0,1.0,1.0,2.0,1521.0,1120.0,1925.0,1,S1,0.0,8/14/19,0.0,40.629243,-74.016412
17156,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5901,154.0,A5,873 72ND STREET,,11228.0,1.0,0.0,1.0,1342.0,1092.0,1925.0,1,A5,746000.0,5/8/19,683.1501831501831,40.627662,-74.014727
17157,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5904,50.0,A5,44 72ND STREET,,11209.0,1.0,0.0,1.0,1500.0,1160.0,1945.0,1,A5,0.0,5/30/19,0.0,40.6354496,-74.0357806
17158,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5905,13.0,A4,74 72ND STREET,,11209.0,1.0,0.0,1.0,3000.0,1960.0,1910.0,1,A4,1100000.0,12/19/19,561.2244897959183,40.63505,-74.03440499999999
17159,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5905,26.0,A5,100 72ND STREET,,11209.0,1.0,0.0,1.0,2000.0,1880.0,1910.0,1,A5,1378000.0,9/30/19,732.9787234042552,40.63483799999999,-74.033503
17160,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5905,34.0,A5,116 72ND STREET,,11209.0,1.0,0.0,1.0,2000.0,2350.0,1910.0,1,A5,1220000.0,3/5/19,519.1489361702128,40.6347914,-74.0329682
17161,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5916,21.0,A5,156 73RD STREET,,11209.0,1.0,0.0,1.0,1950.0,1216.0,1925.0,1,A5,990000.0,7/26/19,814.1447368421052,40.6336992,-74.0315461
17162,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5916,22.0,A5,158 73RD STREET,,11209.0,1.0,0.0,1.0,1967.0,1264.0,1925.0,1,A5,955000.0,5/15/19,755.5379746835443,40.633604,-74.03146799999999
17163,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5916,38.0,A1,7302 RIDGE BLVD.,,11209.0,1.0,0.0,1.0,2500.0,1890.0,1925.0,1,A1,1300000.0,4/10/19,687.8306878306877,40.6334173,-74.0302188
17164,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5921,115.0,A5,616 73RD STREET,,11209.0,1.0,0.0,1.0,1317.0,938.0,1930.0,1,A5,790000.0,9/30/19,842.2174840085288,40.629039,-74.019226
17165,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5926,4.0,A1,7415 NARROWS AVENUE,,11209.0,1.0,0.0,1.0,2000.0,1440.0,1940.0,1,A1,488000.0,9/27/19,338.8888888888889,40.6335835,-74.0354974
17166,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5928,49.0,A1,269 BAY RIDGE PARKWAY,,11209.0,1.0,0.0,1.0,3760.0,2464.0,1930.0,1,A1,670000.0,1/29/19,271.9155844155844,40.6317843,-74.028245
17167,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5930,29.0,A4,464 74TH STREET,,11209.0,1.0,0.0,1.0,1933.0,1760.0,1899.0,1,A4,1400000.0,1/11/19,795.4545454545455,40.6305368,-74.02313219999999
